Date,Close,Percent Change,50 MA,200 MA,EPS,EBIDTA,P/E,EV/EBITDA,1 YR,5 YR,30 YR,Recommendation,News,News Score
2022-12-29,129.61000061035156,0.02832433885189234,143.3545994567871,151.76409992218018,1.29,27759000000.0,100.472868690195,78.01643877593192,0.43,1.5,2.11,Buy,POSITIVE,0.748120903968811
2022-12-28,126.04000091552734,-0.03068521034551308,143.63739944458007,151.90864994049073,1.29,27759000000.0,97.70542706630026,75.96600387609934,0.46,1.53,2.11,Sell,POSITIVE,0.748120903968811
2022-12-27,130.02999877929688,-0.01387836965405731,143.9647994995117,152.09319992065429,1.29,27759000000.0,100.7984486661216,78.25766538015819,0.46,1.51,2.08,Sell,POSITIVE,0.748120903968811
2022-12-23,131.86000061035156,-0.0027981178941416385,144.13179962158202,152.23024993896485,1.29,27759000000.0,102.21705473670663,79.3087297896572,0.48,1.5,2.08,Sell,POSITIVE,0.9971152544021606
2022-12-22,132.22999572753906,-0.02377261936693542,144.35439971923827,152.36744995117186,1.29,27759000000.0,102.50387265700702,79.52123706301882,0.47,1.47,2.05,Sell,POSITIVE,0.748120903968811
2022-12-21,135.4499969482422,0.023809477126406797,144.4765997314453,152.5221499633789,1.29,27759000000.0,104.99999763429626,81.37064979266286,0.51,1.55,2.12,Buy,NEGATIVE,0.8356524109840393
2022-12-20,132.3000030517578,-0.0005287608069164396,144.54719970703124,152.67604995727538,1.29,27759000000.0,102.55814190058744,79.56144587901119,0.58,1.65,2.18,Sell,POSITIVE,0.9954656958580016
2022-12-19,132.3699951171875,-0.01590959391154889,144.709599609375,152.84734992980958,1.29,27759000000.0,102.61239931564923,79.60164593109424,0.57,1.62,2.14,Sell,NEGATIVE,0.996084451675415
2022-12-16,134.50999450683594,-0.014578794821714758,144.86399963378906,153.00149993896486,1.29,27759000000.0,104.27131357119065,80.83075792248103,0.6,1.62,2.14,Sell,POSITIVE,0.748120903968811
2022-12-15,136.5,-0.04685431463789913,145.08239959716798,153.15454994201662,1.29,27759000000.0,105.81395348837209,81.97372068518318,0.58,1.54,2.07,Sell,POSITIVE,0.748120903968811
2022-12-14,143.2100067138672,-0.015535811424151502,145.28039947509765,153.29629997253417,1.29,27759000000.0,111.01550908051719,85.8276235200129,0.58,1.53,2.1,Sell,POSITIVE,0.748120903968811
2022-12-13,145.47000122070312,0.006782446468835079,145.33819946289063,153.39394996643065,1.29,27759000000.0,112.7674428067466,87.12565489434736,0.65,1.56,2.12,Buy,NEGATIVE,0.9771952033042908
2022-12-12,144.49000549316406,0.01638999557563814,145.2777993774414,153.46694999694824,1.29,27759000000.0,112.00775619625121,86.56279281781941,0.7,1.66,2.16,Buy,POSITIVE,0.9949796795845032
2022-12-09,142.16000366210938,-0.0034349124103753015,145.15199920654297,153.5661000061035,1.29,27759000000.0,110.20155322644138,85.22455262749257,0.75,1.66,2.09,Sell,POSITIVE,0.996917963027954
2022-12-08,142.64999389648438,0.012132761639400691,145.3055990600586,153.69180000305175,1.29,27759000000.0,110.58139061742975,85.50597928380189,0.75,1.61,2.07,Buy,POSITIVE,0.748120903968811
2022-12-07,140.94000244140625,-0.013784907775671984,145.48779907226563,153.8229500579834,1.29,27759000000.0,109.25581584605135,84.52384302115989,0.78,1.62,2.11,Sell,NEGATIVE,0.908017873764038
2022-12-06,142.91000366210938,-0.025369986338581674,145.6843991088867,153.98100006103516,1.29,27759000000.0,110.78294857527858,85.65531629873433,0.78,1.63,2.12,Sell,NEGATIVE,0.9767999053001404
2022-12-05,146.6300048828125,-0.00798317228381984,145.83479888916017,154.13040000915527,1.29,27759000000.0,113.66667045179263,87.7919048092062,0.76,1.6,2.11,Sell,POSITIVE,0.748120903968811
2022-12-02,147.80999755859375,-0.0033713168918532155,145.9569989013672,154.24165000915528,1.29,27759000000.0,114.58139345627423,88.46963544528343,0.78,1.66,2.14,Sell,NEGATIVE,0.5770772099494934
2022-12-01,148.30999755859375,0.0018915002472865705,146.07519897460938,154.34580001831054,1.29,27759000000.0,114.96899035549903,88.75681122611127,0.89,1.78,2.23,Buy,POSITIVE,0.9995054006576538
2022-11-30,148.02999877929688,0.04859389884061516,146.2469989013672,154.46485000610352,1.29,27759000000.0,114.75193703821463,88.59599348996043,0.88,1.76,2.22,Buy,POSITIVE,0.9961330890655518
2022-11-29,141.1699981689453,-0.021148266717113118,146.37599884033204,154.6061000061035,1.29,27759000000.0,109.43410710770954,84.65594142644608,0.91,1.81,2.25,Sell,POSITIVE,0.9911826848983764
2022-11-28,144.22000122070312,-0.02626425881856731,146.56659881591796,154.77440002441406,1.29,27759000000.0,111.79845055868459,86.40771544227776,0.91,1.82,2.25,Sell,POSITIVE,0.985895574092865
2022-11-25,148.11000061035156,-0.01959360938875554,146.72959869384766,154.91160003662108,1.29,27759000000.0,114.81395396151284,88.64194266656199,1.14,1.96,2.3,Sell,NEGATIVE,0.9431456327438354
2022-11-23,151.07000732421875,0.0059263196953200925,146.8735986328125,155.03300003051757,1.29,27759000000.0,117.1085328094719,90.34202714518291,1.07,1.84,2.24,Buy,POSITIVE,0.748120903968811
2022-11-22,150.17999267578125,0.014661159715434469,146.92899841308594,155.1421499633789,1.29,27759000000.0,116.41859897347383,89.8308458419564,1.13,1.9,2.29,Buy,POSITIVE,0.748120903968811
2022-11-21,148.00999450683594,-0.02168020969565021,147.19399841308595,155.27044998168947,1.29,27759000000.0,114.73642985026041,88.5845040048327,1.11,1.94,2.37,Sell,NEGATIVE,0.997284770011902
2022-11-18,151.2899932861328,0.003781794458686649,147.38119842529298,155.40345001220703,1.29,27759000000.0,117.27906456289365,90.46837642595057,1.09,1.9,2.34,Buy,POSITIVE,0.748120903968811
2022-11-17,150.72000122070312,0.01297135574741759,147.44459869384767,155.52090003967285,1.29,27759000000.0,116.83721024860706,90.14100059303968,1.05,1.85,2.31,Buy,NEGATIVE,0.9570192694664
2022-11-16,148.7899932861328,-0.00833111207633952,147.54939880371094,155.6189500427246,1.29,27759000000.0,115.34108006676962,89.03249752181138,1.03,1.82,2.24,Sell,POSITIVE,0.748120903968811
2022-11-15,150.0399932861328,0.011869399253607638,147.6641989135742,155.67110008239746,1.29,27759000000.0,116.31007231483163,89.75043697388097,1.17,1.85,2.24,Buy,POSITIVE,0.748120903968811
2022-11-14,148.27999877929688,-0.009485625904429806,147.77959899902345,155.71935012817383,1.29,27759000000.0,114.94573548782704,88.73958138037435,1.16,1.89,2.29,Sell,NEGATIVE,0.8461217880249023
2022-11-11,149.6999969482422,0.019268754171310798,147.97319915771484,155.77685012817383,1.29,27759000000.0,116.04650926220324,89.55515954625629,1.08,1.84,2.28,Buy,NEGATIVE,0.993047058582306
2022-11-10,146.8699951171875,0.08897457132383879,148.12359924316405,155.83645011901856,1.29,27759000000.0,113.8527093931686,87.9297435751016,1.13,1.86,2.29,Buy,NEGATIVE,0.9984906911849976
2022-11-09,134.8699951171875,-0.03318999915994625,148.3643994140625,155.91415016174315,1.29,27759000000.0,104.55038381177326,81.03752483523344,1.01,1.71,2.17,Sell,POSITIVE,0.748120903968811
2022-11-08,139.5,0.004175078021159573,148.894599609375,156.0623501586914,1.29,27759000000.0,108.13953488372093,83.69677537015022,0.91,1.56,2.11,Buy,POSITIVE,0.748120903968811
2022-11-07,138.9199981689453,0.003902249364639898,149.37699951171874,156.1960001373291,1.29,27759000000.0,107.68992106119791,83.3636504127208,1.06,1.74,2.24,Buy,POSITIVE,0.748120903968811
2022-11-04,138.3800048828125,-0.003600230288167805,149.99919952392577,156.35040016174315,1.29,27759000000.0,107.27132161458333,83.05350442554685,1.08,1.74,2.24,Sell,POSITIVE,0.748120903968811
2022-11-03,138.8800048828125,-0.04240497792352105,150.58219940185546,156.5238501739502,1.29,27759000000.0,107.65891851380813,83.34068020637469,1.05,1.65,2.16,Sell,NEGATIVE,0.9995269775390624
2022-11-02,145.02999877929688,-0.03730498071609045,151.14919921875,156.69040016174316,1.29,27759000000.0,112.42635564286579,86.8729388049934,1.07,1.71,2.19,Sell,POSITIVE,0.996917963027954
2022-11-01,150.64999389648438,-0.0175427318745901,151.59999938964845,156.84290016174316,1.29,27759000000.0,116.78294100502664,90.10079177704732,1.12,1.8,2.24,Sell,POSITIVE,0.748120903968811
2022-10-31,153.33999633789062,-0.015410357458724877,152.01739959716798,156.965050201416,1.29,27759000000.0,118.86821421541909,91.64579888012658,1.15,1.87,2.29,Sell,POSITIVE,0.748120903968811
2022-10-28,155.74000549316406,0.07555250145606562,152.43359954833986,157.0593002319336,1.29,27759000000.0,120.72868642880935,93.0242478864458,1.19,1.92,2.38,Buy,NEGATIVE,0.9987756609916688
2022-10-27,144.8000030517578,-0.03046536903791064,152.8097994995117,157.1414501953125,1.29,27759000000.0,112.2480643812076,86.74084039970718,1.22,1.96,2.36,Sell,NEGATIVE,0.958988070487976
2022-10-26,149.35000610351562,-0.019627086164182295,153.3743994140625,157.2774501800537,1.29,27759000000.0,115.77519852985706,89.35414175802238,1.28,2.1,2.47,Sell,POSITIVE,0.8760325908660889
2022-10-25,152.33999633789062,0.019337567404898115,153.8511993408203,157.40530014038086,1.29,27759000000.0,118.09302041696948,91.0714473184709,1.28,2.1,2.49,Buy,POSITIVE,0.996354341506958
2022-10-24,149.4499969482422,0.014802693097965003,154.2463995361328,157.5421001434326,1.29,27759000000.0,115.85271081259084,89.41157165584237,1.35,2.18,2.46,Buy,POSITIVE,0.9858696460723876
2022-10-21,147.27000427246094,0.027059103837980825,154.62719970703125,157.7049001312256,1.29,27759000000.0,114.16279400965963,88.15948945810946,1.3,2.17,2.5,Buy,POSITIVE,0.748120903968811
2022-10-20,143.38999938964844,-0.003267073673773546,155.0665997314453,157.85640014648436,1.29,27759000000.0,111.15503828654917,85.93100259443445,1.29,2.14,2.42,Sell,POSITIVE,0.748120903968811
2022-10-19,143.86000061035156,0.0007652216372282528,155.49719970703126,158.03635017395018,1.29,27759000000.0,111.51938031810198,86.20094852952535,1.4,2.33,2.55,Buy,NEGATIVE,0.9988125562667848
2022-10-18,143.75,0.009409425626236034,155.91739959716796,158.2135001373291,1.29,27759000000.0,111.43410852713178,86.13776950718686,1.59,2.39,2.6,Buy,POSITIVE,0.9810457229614258
2022-10-17,142.41000366210938,0.02912269574429982,156.34939971923828,158.39640014648438,1.29,27759000000.0,110.39535167605378,85.3681405179065,1.52,2.34,2.52,Buy,POSITIVE,0.996917963027954
2022-10-14,138.3800048828125,-0.03224001981433555,156.81739959716796,158.5657501220703,1.29,27759000000.0,107.27132161458333,83.05350442554685,1.55,2.37,2.51,Sell,POSITIVE,0.748120903968811
2022-10-13,142.99000549316406,0.0336129050048255,157.37239959716797,158.7520500946045,1.29,27759000000.0,110.84496549857678,85.7012654753359,1.67,2.55,2.6,Buy,NEGATIVE,0.9997190833091736
2022-10-12,138.33999633789062,-0.004604974883602009,157.7127993774414,158.9020500946045,1.29,27759000000.0,107.2403072386749,83.03052545529138,1.69,2.54,2.57,Sell,NEGATIVE,0.9822403788566588
2022-10-11,138.97999572753906,-0.01025496695758199,158.17619934082032,159.05910011291505,1.29,27759000000.0,107.73643079654191,83.39811010419466,1.67,2.49,2.53,Sell,POSITIVE,0.9997469782829284
2022-10-10,140.4199981689453,0.0023556416566585803,158.64679931640626,159.2199001312256,1.29,27759000000.0,108.85271175887233,84.22517775520433,1.64,2.44,2.48,Buy,NEGATIVE,0.9935014843940736
2022-10-07,140.08999633789062,-0.03671867294799025,158.98539947509767,159.37910011291504,1.29,27759000000.0,108.59689638596173,84.03564068818882,1.63,2.42,2.44,Sell,POSITIVE,0.748120903968811
2022-10-06,145.42999267578125,-0.0066256916744750205,159.3193994140625,159.57515014648436,1.29,27759000000.0,112.73642843083817,87.10267592409193,1.72,2.55,2.44,Sell,POSITIVE,0.996917963027954
2022-10-05,146.39999389648438,0.0020533044519943644,159.4427996826172,159.71965019226073,1.29,27759000000.0,113.48836736161579,87.65979764001068,1.72,2.56,2.48,Buy,NEGATIVE,0.958988070487976
2022-10-04,146.10000610351562,0.02562309044204225,159.57379974365233,159.86635025024415,1.29,27759000000.0,113.25581868489583,87.48749918264143,1.77,2.69,2.57,Buy,POSITIVE,0.748120903968811
2022-10-03,142.4499969482422,0.030752533240588242,159.73359954833984,160.0331002044678,1.29,27759000000.0,110.42635422344355,85.39111072425261,1.79,2.7,2.63,Buy,NEGATIVE,0.9564829468727112
2022-09-30,138.1999969482422,-0.07768285954439114,159.99159973144532,160.19365020751954,1.29,27759000000.0,107.1317805800327,82.95011658721597,1.78,2.7,2.69,Sell,POSITIVE,0.748120903968811
2022-09-28,149.83999633789062,-0.012651543479456517,160.28839965820313,160.3780502319336,1.2,25881000000.0,124.86666361490886,97.00677642196844,1.81,2.76,2.76,Sell,NEGATIVE,0.9974020719528198
2022-09-27,151.75999450683594,0.0065662280713738586,160.3115997314453,160.48475021362304,1.2,25881000000.0,126.46666208902995,98.2008221036841,1.85,2.79,2.84,Buy,POSITIVE,0.9971869587898254
2022-09-26,150.77000427246094,0.0022602646628622214,160.21779998779297,160.55255027770997,1.2,25881000000.0,125.64167022705078,97.58514778512708,1.77,2.66,2.82,Buy,POSITIVE,0.748120903968811
2022-09-23,150.42999267578125,-0.015123823060790742,160.20579986572267,160.6079002380371,1.2,25881000000.0,125.35832722981772,97.3736947820382,1.78,2.66,2.81,Sell,POSITIVE,0.748120903968811
2022-09-22,152.74000549316406,-0.006375199842290069,160.1666000366211,160.67455024719237,1.2,25881000000.0,127.28333791097006,98.81029033401151,1.84,2.79,2.92,Sell,NEGATIVE,0.9107624888420104
2022-09-21,153.72000122070312,-0.02026764053209118,160.0216000366211,160.73470024108886,1.2,25881000000.0,128.10000101725262,99.41974907490739,1.84,2.79,2.95,Sell,POSITIVE,0.748120903968811
2022-09-20,156.89999389648438,0.01566544689199456,159.86440002441407,160.79260025024413,1.2,25881000000.0,130.749994913737,101.39738456634632,1.94,2.91,3.01,Buy,POSITIVE,0.9733395576477052
2022-09-19,154.47999572753906,0.025082938658552933,159.62380004882812,160.80930030822753,1.2,25881000000.0,128.73332977294922,99.8923891918058,1.93,2.87,2.9,Buy,POSITIVE,0.5195008516311646
2022-09-16,150.6999969482422,-0.010960151095764759,159.475,160.82095031738282,1.2,25881000000.0,125.58333079020183,97.54161027320447,2.01,2.96,2.94,Sell,POSITIVE,0.9961330890655518
2022-09-15,152.3699951171875,-0.018929898188280392,159.38800018310548,160.87715034484864,1.2,25881000000.0,126.97499593098959,98.58018110850767,2.06,2.94,2.95,Sell,POSITIVE,0.748120903968811
2022-09-14,155.30999755859375,0.009555390377639084,159.19900024414062,160.92235038757323,1.2,25881000000.0,129.4249979654948,100.40856682062685,2.03,2.84,2.88,Buy,NEGATIVE,0.9874635934829712
2022-09-13,153.83999633789062,-0.05867953721882391,158.92400024414061,160.9509004211426,1.2,25881000000.0,128.1999969482422,99.49437396456726,1.99,2.79,2.86,Sell,POSITIVE,0.748120903968811
2022-09-12,163.42999267578125,0.038507960517385253,158.62580017089843,160.98445045471192,1.2,25881000000.0,136.19166056315106,105.45838679548436,1.97,2.81,2.91,Buy,POSITIVE,0.748120903968811
2022-09-09,157.3699951171875,0.01883975318420772,158.09160034179686,160.95665046691894,1.2,25881000000.0,131.14166259765625,101.68967803675619,2.04,2.86,2.92,Buy,POSITIVE,0.748120903968811
2022-09-08,154.4600067138672,-0.009617850316921195,157.69300048828126,160.93725051879883,1.2,25881000000.0,128.716672261556,99.87995803648354,2.1,2.92,2.96,Sell,NEGATIVE,0.998576521873474
2022-09-07,155.9600067138672,0.00925391798269981,157.4370004272461,160.9199504852295,1.2,25881000000.0,129.966672261556,100.81280711495809,2.1,3.01,3.07,Buy,POSITIVE,0.996917963027954
2022-09-06,154.52999877929688,-0.008215126110989845,157.15100036621095,160.89015045166016,1.2,25881000000.0,128.7749989827474,99.9234860589746,2.16,3.01,3.03,Sell,NEGATIVE,0.9901612997055054
2022-09-02,155.80999755859375,-0.013611098150736467,156.82580047607422,160.86745048522948,1.2,25881000000.0,129.84166463216147,100.71951651345171,2.07,2.93,3.01,Sell,POSITIVE,0.9986531734466552
2022-09-01,157.9600067138672,0.004706815210650195,156.41660064697265,160.82775047302246,1.2,25881000000.0,131.63333892822266,102.0566058862575,2.08,3.01,3.15,Buy,POSITIVE,0.748120903968811
2022-08-31,157.22000122070312,-0.010634965719336975,155.97480041503906,160.77755043029785,1.2,25881000000.0,131.01666768391928,101.59639692468136,2.08,3.06,3.23,Sell,POSITIVE,0.748120903968811
2022-08-30,158.91000366210938,-0.015305497248539135,155.46160034179687,160.7455004119873,1.2,25881000000.0,132.4250030517578,102.6474084047384,1.99,2.95,3.19,Sell,POSITIVE,0.9929558038711548
2022-08-29,161.3800048828125,-0.013690198638440787,154.88460021972656,160.70315040588378,1.2,25881000000.0,134.48333740234375,104.1835006464477,2.01,2.91,3.12,Sell,NEGATIVE,0.9912283420562744
2022-08-26,163.6199951171875,-0.03769925135640162,154.36559997558595,160.65265037536622,1.2,25881000000.0,136.3499959309896,105.57654919706685,1.99,2.89,3.05,Sell,NEGATIVE,0.9864839911460876
2022-08-25,170.02999877929688,0.014922700520600518,153.74839996337892,160.5893504333496,1.2,25881000000.0,141.69166564941406,109.56292653654502,1.96,2.81,3.0,Buy,POSITIVE,0.5111641883850098
2022-08-24,167.52999877929688,0.001793954789346408,152.9854000854492,160.49665046691894,1.2,25881000000.0,139.60833231608075,108.00817807242076,2.04,2.89,3.1,Buy,NEGATIVE,0.999710977077484
2022-08-23,167.22999572753906,-0.0020290719210975805,152.37740020751954,160.40910049438477,1.2,25881000000.0,139.35832977294922,107.82160635883953,2.07,2.83,3.09,Sell,NEGATIVE,0.997899889945984
2022-08-22,167.57000732421875,-0.023029365962279114,151.8856002807617,160.3177505493164,1.2,25881000000.0,139.6416727701823,108.03305936192842,2.16,2.96,3.17,Sell,POSITIVE,0.748120903968811
2022-08-19,171.52000427246094,-0.015101864577650947,151.4934002685547,160.2289005279541,1.2,25881000000.0,142.93333689371747,110.48956003735844,2.16,2.89,3.07,Sell,POSITIVE,0.748120903968811
2022-08-18,174.14999389648438,-0.0022916594000563784,151.03720031738283,160.13415054321288,1.2,25881000000.0,145.124994913737,112.12514896880371,2.11,2.84,3.05,Sell,NEGATIVE,0.9809635877609252
2022-08-17,174.5500030517578,0.00878462857992468,150.47700042724608,160.00765060424806,1.2,25881000000.0,145.45833587646484,112.37391441672251,2.07,2.8,2.99,Buy,NEGATIVE,0.9900216460227966
2022-08-16,173.02999877929688,-0.0009238620004263787,149.8936004638672,159.88150062561036,1.2,25881000000.0,144.19166564941406,111.42862469349414,2.09,2.88,3.08,Sell,POSITIVE,0.748120903968811
2022-08-15,173.19000244140625,0.006333505515595528,149.4572006225586,159.7595506286621,1.2,25881000000.0,144.32500203450522,111.52813087266166,2.02,2.76,2.98,Buy,POSITIVE,0.748120903968811
2022-08-12,172.10000610351562,0.021425606817361276,148.9676007080078,159.6370506286621,1.2,25881000000.0,143.4166717529297,110.85026281976705,2.01,2.71,2.97,Buy,POSITIVE,0.9993807077407836
2022-08-11,168.49000549316406,-0.0044315763156265175,148.50240051269532,159.52395057678223,1.2,25881000000.0,140.40833791097006,108.60520565799435,1.99,2.7,2.99,Sell,NEGATIVE,0.9458741545677184
2022-08-10,169.24000549316406,0.026194563256017656,148.125400390625,159.4278005218506,1.2,25881000000.0,141.03333791097006,109.07163019723163,2.01,2.71,2.97,Buy,NEGATIVE,0.9335228204727172
2022-08-09,164.9199981689453,0.0003032877615012364,147.61620025634767,159.32540046691895,1.2,25881000000.0,137.43333180745444,106.38502029629777,2.08,2.81,3.07,Buy,POSITIVE,0.996917963027954
2022-08-08,164.8699951171875,-0.0029029995077690662,147.12820037841797,159.233550491333,1.2,25881000000.0,137.39166259765625,106.35392342912898,2.16,2.94,3.09,Sell,POSITIVE,0.748120903968811
2022-08-05,165.35000610351562,-0.0027742082012610636,146.63800048828125,159.13340049743653,1.2,25881000000.0,137.7916717529297,106.65244196663154,2.15,2.92,3.09,Sell,POSITIVE,0.748120903968811
2022-08-04,165.80999755859375,-0.0019262464022948844,146.19320037841797,159.02545043945312,1.2,25881000000.0,138.1749979654948,106.93851036994874,2.18,2.95,3.11,Sell,POSITIVE,0.748120903968811
2022-08-03,166.1300048828125,0.038247675683253046,145.6288003540039,158.9009504699707,1.2,25881000000.0,138.4416707356771,107.1375227282838,2.23,3.03,3.19,Buy,NEGATIVE,0.9912410974502563
2022-08-02,160.00999450683594,-0.009287350944318873,145.05320037841796,158.77785041809082,1.2,25881000000.0,133.34166208902997,103.33149203529416,2.26,2.99,3.13,Sell,NEGATIVE,0.9386804699897766
2022-08-01,161.50999450683594,-0.00615346768692393,144.66940063476562,158.6918504333496,1.2,25881000000.0,134.59166208902997,104.26434111376872,2.29,3.03,3.18,Sell,NEGATIVE,0.8560025095939636
2022-07-29,162.50999450683594,0.03279306134837845,144.4240008544922,158.59880043029784,1.2,25881000000.0,135.42499542236328,104.88624049941842,2.35,3.07,3.18,Buy,POSITIVE,0.9994254112243652
2022-07-28,157.35000610351562,0.0035717382573059453,144.08460083007813,158.50270042419433,1.2,25881000000.0,131.12500508626303,101.67724688143392,2.58,3.25,3.2,Buy,POSITIVE,0.9985894560813904
2022-07-27,156.7899932861328,0.034234742570348864,143.87980072021483,158.42595039367677,1.2,25881000000.0,130.65832773844403,101.32897525434757,2.89,3.56,3.42,Buy,POSITIVE,0.748120903968811
2022-07-26,151.60000610351562,-0.0088263541788981,143.59520080566406,158.34755043029784,1.2,25881000000.0,126.33333841959636,98.10132541394812,3.15,3.61,3.45,Sell,NEGATIVE,0.9997300505638124
2022-07-25,152.9499969482422,-0.0073982699509488326,143.49320068359376,158.28525039672851,1.2,25881000000.0,127.45833079020183,98.9408838909163,2.93,3.38,3.39,Sell,POSITIVE,0.9980053305625916
2022-07-22,154.08999633789062,-0.008110780277571505,143.5244006347656,158.23375038146972,1.2,25881000000.0,128.40833028157553,99.64984881097969,2.88,3.35,3.35,Sell,POSITIVE,0.748120903968811
2022-07-21,155.35000610351562,0.015094177461599134,143.48380065917968,158.17080039978026,1.2,25881000000.0,129.45833841959637,100.4334481101345,2.86,3.34,3.3,Buy,POSITIVE,0.748120903968811
2022-07-20,153.0399932861328,0.013509889312137924,143.5224005126953,158.10360038757324,1.2,25881000000.0,127.53332773844402,98.99685255816118,2.92,3.38,3.39,Buy,POSITIVE,0.9961330890655518
2022-07-19,151.0,0.026721917998667744,143.59700073242186,158.06525039672852,1.2,25881000000.0,125.83333333333334,97.72818198678567,2.79,3.22,3.25,Buy,POSITIVE,0.748120903968811
2022-07-18,147.07000732421875,-0.020643210245224752,143.8974008178711,158.04485038757323,1.2,25881000000.0,122.55833943684897,95.28412195610947,2.78,3.14,3.21,Sell,POSITIVE,0.8270247578620911
2022-07-15,150.1699981689453,0.011450103955445545,144.1456005859375,158.04365036010742,1.2,25881000000.0,125.14166514078777,97.21200435796462,2.83,3.18,3.26,Buy,NEGATIVE,0.994426727294922
2022-07-14,148.47000122070312,0.0204824772494705,144.30140075683593,158.02205039978028,1.2,25881000000.0,123.72500101725261,96.15477730024645,2.89,3.24,3.31,Buy,POSITIVE,0.748120903968811
2022-07-13,145.49000549316406,-0.0025366455206311533,144.48500061035156,157.99685035705568,1.2,25881000000.0,121.24167124430339,94.30151978805115,2.88,3.25,3.3,Sell,POSITIVE,0.748120903968811
2022-07-12,145.86000061035156,0.006833751132270249,144.84800048828126,157.98410034179688,1.2,25881000000.0,121.55000050862631,94.53161952412344,2.88,3.15,3.22,Buy,POSITIVE,0.9221326112747192
2022-07-11,144.8699951171875,-0.014757877230874183,145.0622006225586,157.9851003265381,1.2,25881000000.0,120.72499593098959,93.9159357161349,2.8,3.01,3.14,Sell,POSITIVE,0.996917963027954
2022-07-08,147.0399932861328,0.004714637197412497,145.30080078125,158.0047003173828,1.2,25881000000.0,122.53332773844402,95.26545624426295,2.79,2.88,3.11,Buy,POSITIVE,0.748120903968811
2022-07-07,146.35000610351562,0.02399949607133145,145.6176010131836,158.01465034484863,1.2,25881000000.0,121.95833841959636,94.83635363928717,2.77,2.82,3.05,Buy,POSITIVE,0.748120903968811
2022-07-06,142.9199981689453,0.009607238159132114,145.92640075683593,158.023500289917,1.2,25881000000.0,119.0999984741211,92.70323381200427,2.82,2.96,3.14,Buy,POSITIVE,0.748120903968811
