Date,Close,Percent Change,50 MA,200 MA,EPS,EBIDTA,P/E,EV/EBITDA,1 YR,5 YR,30 YR,Recommendation,News,News Score
2022-07-05,141.55999755859375,0.018930432746441683,146.39640075683593,158.05665031433105,1.2,25881000000.0,117.96666463216147,91.85745026794342,2.87,3.05,3.2,Buy,POSITIVE,0.748120903968811
2022-07-01,138.92999267578125,0.016164360995803317,146.90980072021483,158.0937003326416,1.2,25881000000.0,115.77499389648438,90.2218518470666,2.96,3.13,3.27,Buy,POSITIVE,0.748120903968811
2022-06-30,136.72000122070312,-0.0052386583812095155,147.4792007446289,158.16940040588378,1.2,25881000000.0,113.93333435058594,88.84745951886242,2.97,3.05,3.18,Sell,NEGATIVE,0.9912059903144836
2022-06-28,137.44000244140625,-0.029789645006425114,148.04620086669922,158.26135040283202,1.54,32716000000.0,89.24675483208198,70.97130411692315,3.07,3.01,3.13,Sell,POSITIVE,0.9967647790908812
2022-06-27,141.66000366210938,0.0,148.60320068359374,158.35760040283202,1.54,32716000000.0,91.98701536500609,73.0619006673764,3.21,3.02,3.08,Sell,POSITIVE,0.748120903968811
2022-06-24,141.66000366210938,0.024517243689154977,149.17800048828124,158.42080039978026,1.54,32716000000.0,91.98701536500609,73.0619006673764,3.16,3.06,3.11,Buy,NEGATIVE,0.987669050693512
2022-06-23,138.27000427246094,0.021573683319320303,149.69800048828125,158.48075035095215,1.54,32716000000.0,89.78571706003957,71.38248858681382,3.12,3.05,3.1,Buy,NEGATIVE,0.8644493818283081
2022-06-22,135.35000610351562,-0.003827107031419197,150.24760040283203,158.55195030212403,1.54,32716000000.0,87.88961435293223,69.93591599593913,3.13,3.06,3.14,Sell,POSITIVE,0.9972714781761168
2022-06-21,135.8699951171875,0.032760699593918474,150.94240020751954,158.6343502807617,1.54,32716000000.0,88.22726955661525,70.19351953238429,3.18,3.14,3.17,Buy,NEGATIVE,0.9754459857940674
2022-06-17,131.55999755859375,0.011533138767930717,151.66780029296876,158.72060028076172,1.54,32716000000.0,85.4285698432427,68.05833862668854,3.18,3.18,3.17,Buy,POSITIVE,0.9996236562728882
2022-06-16,130.05999755859375,-0.039651446559871295,152.47320037841797,158.80580032348632,1.54,32716000000.0,84.45454386921672,67.31523580238239,3.11,3.0,3.08,Sell,NEGATIVE,0.994285762310028
2022-06-15,135.42999267578125,0.020111466401181888,153.37320037841798,158.89320030212403,1.54,32716000000.0,87.94155368557225,69.9755414944439,3.01,2.87,3.0,Buy,POSITIVE,0.748120903968811
2022-06-14,132.75999450683594,0.006672653862921818,154.23340057373048,158.95785034179687,1.54,32716000000.0,86.20778864080255,68.65281937428689,3.07,2.89,3.04,Buy,POSITIVE,0.748120903968811
2022-06-13,131.8800048828125,-0.03828483784046022,155.06440063476563,159.04215034484864,1.54,32716000000.0,85.6363668070211,68.21687085763894,3.06,2.89,3.03,Sell,POSITIVE,0.999745547771454
2022-06-10,137.1300048828125,-0.038628677302390724,155.9190005493164,159.1313003540039,1.54,32716000000.0,89.04545771611201,70.81773074271047,3.0,2.82,3.03,Sell,POSITIVE,0.748120903968811
2022-06-09,142.63999938964844,-0.0359557115626985,156.7556005859375,159.18660034179686,1.54,32716000000.0,92.62337622704443,73.54739239600457,2.93,2.69,3.02,Sell,POSITIVE,0.97474867105484
2022-06-08,147.9600067138672,-0.005043372780172639,157.41480072021486,159.20690032958984,1.54,32716000000.0,96.0779264375761,76.18293404130881,2.98,2.7,3.0,Sell,POSITIVE,0.9956478476524352
2022-06-07,148.7100067138672,0.017585926747997416,157.95000061035157,159.19890029907228,1.54,32716000000.0,96.56493942458908,76.55448545346188,2.98,2.66,2.92,Buy,POSITIVE,0.998218595981598
2022-06-06,146.13999938964844,0.005227641225136415,158.4572006225586,159.20630027770997,1.54,32716000000.0,94.89610349977171,75.28129898605225,3.09,2.85,3.0,Buy,NEGATIVE,0.9970243573188782
2022-06-03,145.3800048828125,-0.03855566147871903,158.93860076904298,159.23120025634765,1.54,32716000000.0,94.40260057325487,74.9047962763943,3.14,2.86,2.96,Sell,POSITIVE,0.748120903968811
2022-06-02,151.2100067138672,0.016811242600575316,159.4074008178711,159.24980026245117,1.54,32716000000.0,98.1883160479657,77.7929901606388,3.11,2.76,2.97,Buy,NEGATIVE,0.958988070487976
2022-06-01,148.7100067138672,-0.0008733514325567349,159.69080078125,159.23820022583007,1.54,32716000000.0,96.56493942458908,76.55448545346188,3.29,2.97,3.06,Sell,POSITIVE,0.9993017911911012
2022-05-31,148.83999633789062,-0.005346184543042365,159.99620056152344,159.2239501953125,1.54,32716000000.0,96.64934827135755,76.61888255795675,3.3,2.91,3.0,Sell,POSITIVE,0.748120903968811
2022-05-27,149.63999938964844,0.04075671623385313,160.23180053710936,159.2077502441406,1.54,32716000000.0,97.16883077249898,77.01520557609993,3.33,2.97,3.01,Buy,NEGATIVE,0.9850148558616638
2022-05-26,143.77999877929688,0.02319950475175747,160.4308004760742,159.19000022888184,1.54,32716000000.0,93.363635570972,74.11215024010794,3.26,2.93,3.04,Buy,POSITIVE,0.998218595981598
2022-05-25,140.52000427246094,0.0011399519906925004,160.6570004272461,159.2018002319336,1.54,32716000000.0,91.24675602107853,72.49714282327305,3.25,2.98,3.15,Buy,POSITIVE,0.748120903968811
2022-05-24,140.36000061035156,-0.019215987619813357,160.85900024414062,159.23450019836426,1.54,32716000000.0,91.14285753918932,72.41787670779784,3.26,2.97,3.12,Sell,POSITIVE,0.9549031257629396
2022-05-23,143.11000061035156,0.04011922682885327,161.14640014648438,159.26745018005371,1.54,32716000000.0,92.92857182490361,73.78023188569246,3.23,2.91,3.1,Buy,NEGATIVE,0.998306393623352
2022-05-20,137.58999633789062,0.0017472895792529641,161.45460021972656,159.28870018005372,1.54,32716000000.0,89.34415346616274,71.04561137566063,3.26,2.95,3.11,Buy,POSITIVE,0.748120903968811
2022-05-19,137.35000610351562,-0.024641393553644142,161.96180023193358,159.32835021972656,1.54,32716000000.0,89.18831565163352,70.92671976168066,3.27,3.04,3.15,Sell,NEGATIVE,0.9973616003990172
2022-05-18,140.82000732421875,-0.056419176219683176,162.3636001586914,159.37090019226073,1.54,32716000000.0,91.44156319754464,72.64576489998085,3.24,3.02,3.14,Sell,NEGATIVE,0.9991517066955566
2022-05-17,149.24000549316406,0.02542264929033622,162.7332000732422,159.3950001525879,1.54,32716000000.0,96.90909447608055,76.81704784664477,3.26,3.11,3.22,Buy,POSITIVE,0.998218595981598
2022-05-16,145.5399932861328,-0.010672335787539122,163.01179992675782,159.37370010375977,1.54,32716000000.0,94.50648914683948,74.98405483263666,3.32,3.17,3.24,Sell,NEGATIVE,0.911164402961731
2022-05-13,147.11000061035156,0.03191640803646689,163.42559997558592,159.3798501586914,1.54,32716000000.0,95.5259744223062,75.76183941717552,3.29,3.18,3.26,Buy,POSITIVE,0.748120903968811
2022-05-12,142.55999755859375,-0.026894214617107504,163.81459991455077,159.38925018310547,1.54,32716000000.0,92.57142698609984,73.50775933826696,3.35,3.2,3.32,Sell,NEGATIVE,0.9986018538475036
2022-05-11,146.5,-0.05184127106082803,164.22739990234376,159.41925018310548,1.54,32716000000.0,95.12987012987013,75.45964396625504,3.33,3.15,3.25,Sell,NEGATIVE,0.958988070487976
2022-05-10,154.50999450683594,0.01611204121779708,164.5997998046875,159.42075019836426,1.54,32716000000.0,100.33116526417918,79.42781032672606,3.36,3.2,3.21,Buy,NEGATIVE,0.922410249710083
2022-05-09,152.05999755859375,-0.03318922470255159,164.8066000366211,159.3752001953125,1.54,32716000000.0,98.740258154931,78.21407722553926,3.43,3.27,3.25,Sell,POSITIVE,0.748120903968811
2022-05-06,157.27999877929688,0.0032531383104996703,165.0202001953125,159.34565017700194,1.54,32716000000.0,102.12986933720576,80.80007565886328,3.48,3.27,3.23,Buy,POSITIVE,0.9956478476524352
2022-05-05,156.77000427246094,-0.05571617733980727,165.07600036621093,159.27150016784668,1.54,32716000000.0,101.79870407302658,80.547423419923,3.5,3.3,3.27,Sell,POSITIVE,0.748120903968811
2022-05-04,166.02000427246094,0.0410083315784322,165.22700042724608,159.21960014343261,1.54,32716000000.0,107.80519757952008,85.1298908364776,3.51,3.39,3.37,Buy,POSITIVE,0.748120903968811
2022-05-03,159.47999572753906,0.009622619328101267,165.25260040283203,159.131900100708,1.54,32716000000.0,103.55843878411628,81.8899582893324,3.47,3.3,3.35,Buy,POSITIVE,0.748120903968811
2022-05-02,157.9600067138672,0.0019664626031408172,165.4406005859375,159.08025009155273,1.54,32716000000.0,102.57143293108258,81.13695287001647,3.61,3.43,3.49,Buy,NEGATIVE,0.9931602478027344
2022-04-29,157.64999389648438,-0.036604775821961866,165.7324005126953,159.01865005493164,1.54,32716000000.0,102.37012590680803,80.98337193657096,3.6,3.37,3.42,Sell,POSITIVE,0.976326584815979
2022-04-28,163.63999938964844,0.04515546870218534,166.0352005004883,158.95290008544922,1.54,32716000000.0,106.25973986340807,83.95083193629067,3.6,3.39,3.45,Buy,NEGATIVE,0.9988327622413636
2022-04-27,156.57000732421875,-0.001466809458308127,166.14000061035156,158.86025009155273,1.54,32716000000.0,101.66883592481737,80.44834455519542,3.67,3.45,3.47,Sell,POSITIVE,0.9956478476524352
2022-04-26,156.8000030517578,-0.03732810442527357,166.38140045166017,158.79360008239746,1.54,32716000000.0,101.81818379984273,80.5622848716705,3.7,3.47,3.53,Sell,NEGATIVE,0.9539535641670228
2022-04-25,162.8800048828125,0.006737200333224225,166.68780029296875,158.73245010375976,1.54,32716000000.0,105.76623693689123,83.57432922663271,3.92,3.58,3.51,Buy,POSITIVE,0.748120903968811
2022-04-22,161.7899932861328,-0.02782120498590701,166.95580017089844,154.77220189633013,1.54,32716000000.0,105.05843719878754,83.03433542928661,3.95,3.6,3.47,Sell,POSITIVE,0.748120903968811
2022-04-21,166.4199981689453,-0.004843614060203949,167.21660034179686,154.77220189633013,1.54,32716000000.0,108.06493387593851,85.32804856593278,4.0,3.66,3.48,Sell,POSITIVE,0.9881548881530762
2022-04-20,167.22999572753906,-0.0010155207595194948,167.32140045166017,154.77220189633013,1.54,32716000000.0,108.5909063165838,85.72932288158084,3.96,3.62,3.52,Sell,POSITIVE,0.748120903968811
2022-04-19,167.39999389648438,0.014115141872437453,167.42460052490233,154.77220189633013,1.54,32716000000.0,108.70129473797687,85.81354029456094,4.05,3.69,3.52,Buy,NEGATIVE,0.9501614570617676
2022-04-18,165.07000732421875,-0.0013309091345490298,167.53460052490234,154.77220189633013,1.54,32716000000.0,107.18831644429788,84.65926055959694,4.03,3.75,3.59,Sell,NEGATIVE,0.9990069270133972
2022-04-14,165.2899932861328,-0.02998826756681583,167.75000030517577,154.77220189633013,1.54,32716000000.0,107.33116447151481,84.7682420193343,4.08,3.74,3.5,Sell,POSITIVE,0.748120903968811
2022-04-13,170.39999389648438,0.016342539511671417,167.93640045166015,154.77220189633013,1.54,32716000000.0,110.6493466860288,87.29974594317324,4.08,3.91,3.65,Buy,NEGATIVE,0.9705689549446106
2022-04-12,167.66000366210938,0.01152340067637625,168.0240005493164,154.77220189633013,1.54,32716000000.0,108.87013224812297,85.94234962201634,4.15,3.96,3.61,Buy,NEGATIVE,0.9688791632652284
2022-04-11,165.75,-0.025515882364234077,168.0774005126953,154.77220189633013,1.54,32716000000.0,107.62987012987013,84.9961302115173,4.17,4.15,3.72,Sell,POSITIVE,0.9934066534042358
2022-04-08,170.08999633789062,-0.01190892912179875,167.94680053710937,154.77220189633013,1.54,32716000000.0,110.44804957005884,87.14617256896055,4.16,4.21,3.87,Sell,POSITIVE,0.748120903968811
2022-04-07,172.13999938964844,0.0018040944846089424,167.73880065917967,154.77220189633013,1.54,32716000000.0,111.7792203828886,88.16174794069218,3.99,3.92,3.7,Buy,POSITIVE,0.748120903968811
2022-04-06,171.8300018310547,-0.018450792714411857,167.49160064697264,154.77220189633013,1.54,32716000000.0,111.57792326691863,88.0081745664795,3.98,3.98,3.71,Sell,POSITIVE,0.998218595981598
2022-04-05,175.05999755859375,-0.018941968373500706,167.2874005126953,154.77220189633013,1.54,32716000000.0,113.67532308999594,89.60832053156689,4.05,4.06,3.79,Sell,POSITIVE,0.8245605230331421
2022-04-04,178.44000244140625,0.023693448113463633,167.03440063476563,154.77220189633013,1.54,32716000000.0,115.8701314554586,91.28278131462459,4.01,3.9,3.73,Buy,POSITIVE,0.748120903968811
2022-04-01,174.30999755859375,-0.0017181321270783867,166.75580047607423,154.77220189633013,1.54,32716000000.0,113.18831010298295,89.23676911941381,4.15,3.84,3.7,Sell,NEGATIVE,0.9966701865196228
2022-03-31,174.61000061035156,-0.024307140927138482,166.59420043945312,154.77220189633013,1.54,32716000000.0,113.38311727944907,89.3853911961216,4.14,3.96,3.78,Sell,POSITIVE,0.748120903968811
2022-03-29,178.9600067138672,0.019134399166084615,166.49800048828126,154.77220189633013,2.11,44185000000.0,84.81516905870484,67.93785546739385,4.19,4.05,3.81,Buy,POSITIVE,0.748120903968811
2022-03-28,175.60000610351562,0.005036657947940837,166.3802005004883,154.77220189633013,2.11,44185000000.0,83.22275170782731,66.6957258639151,4.24,4.14,3.86,Buy,NEGATIVE,0.9979840517044068
2022-03-25,174.72000122070312,0.003734094727035453,166.3120004272461,154.77220189633013,2.11,44185000000.0,82.80568778232376,66.37040445987141,4.28,4.14,3.92,Buy,NEGATIVE,0.9988076686859132
2022-03-24,174.07000732421875,0.02267787120671727,166.32820037841796,154.77220189633013,2.11,44185000000.0,82.49763380294728,66.13011383063271,4.28,4.12,3.9,Buy,POSITIVE,0.9826796054840088
2022-03-23,170.2100067138672,0.008233617636201895,166.34840026855468,154.77220189633013,2.11,44185000000.0,80.66824962742521,64.70314354592729,4.46,4.21,3.97,Buy,NEGATIVE,0.9994146823883056
2022-03-22,168.82000732421875,0.0208005946295855,166.38800018310548,154.77220189633013,2.11,44185000000.0,80.0094821441795,64.18928667775278,4.5,4.25,3.99,Buy,POSITIVE,0.8900238871574402
2022-03-21,165.3800048828125,0.008537682593916074,166.455,154.77220189633013,2.11,44185000000.0,78.37914923356043,62.91758188837096,4.5,4.24,4.04,Buy,NEGATIVE,0.958988070487976
2022-03-18,163.97999572753906,0.020918943546848645,166.58739990234375,154.77220189633013,2.11,44185000000.0,77.71563778556354,62.40002459640235,4.5,4.21,4.04,Buy,POSITIVE,0.965675413608551
2022-03-17,160.6199951171875,0.006454030972694147,166.80619995117186,154.77220189633013,2.11,44185000000.0,76.12322043468602,61.157894992923595,4.6,4.35,4.15,Buy,POSITIVE,0.985895574092865
2022-03-16,159.58999633789062,0.02901541109199557,167.18779998779297,154.77220189633013,2.11,44185000000.0,75.63506935445054,60.77712364086788,4.66,4.45,4.24,Buy,NEGATIVE,0.999455749988556
2022-03-15,155.08999633789062,0.029677342754030223,167.63619995117188,154.77220189633013,2.11,44185000000.0,73.50236793264959,59.11355750982793,4.58,4.34,4.33,Buy,NEGATIVE,0.998742401599884
2022-03-14,150.6199951171875,-0.026562403695717718,168.08580017089844,154.77220189633013,2.11,44185000000.0,71.38388394179503,57.46108136839038,4.61,4.36,4.4,Sell,POSITIVE,0.9957666397094728
2022-03-11,154.72999572753906,-0.02390870831928371,168.66100036621094,154.77220189633013,2.11,44185000000.0,73.33175152963938,58.98047199370913,4.6,4.25,4.26,Sell,NEGATIVE,0.9698851108551024
2022-03-10,158.52000427246094,-0.027186209013482565,169.1522003173828,154.77220189633013,2.11,44185000000.0,75.12796411017106,60.38156751630558,4.54,4.2,4.19,Sell,NEGATIVE,0.958988070487976
2022-03-09,162.9499969482422,0.034997423916368176,169.5884002685547,154.77220189633013,2.11,44185000000.0,77.22748670532806,62.01925324434662,4.5,4.09,4.12,Buy,POSITIVE,0.986297607421875
2022-03-08,157.44000244140625,-0.011676086470301161,169.8550003051758,154.77220189633013,2.11,44185000000.0,74.6161149011404,59.9823109679492,4.55,4.19,4.15,Sell,NEGATIVE,0.9924224019050598
2022-03-07,159.3000030517578,-0.02371756548762427,170.21900024414063,154.77220189633013,2.11,44185000000.0,75.49763177808427,60.66991852774798,4.66,4.27,4.22,Sell,NEGATIVE,0.996450901031494
2022-03-04,163.1699981689453,-0.01840821534766368,170.49280029296875,154.77220189633013,2.11,44185000000.0,77.33175268670395,62.100583595357556,4.75,4.27,4.14,Sell,NEGATIVE,0.9990724325180054
2022-03-03,166.22999572753906,-0.001981279033932526,170.62440032958983,154.77220189633013,2.11,44185000000.0,78.78198849646401,63.23180766192233,4.76,4.3,4.15,Sell,POSITIVE,0.748120903968811
2022-03-02,166.55999755859375,0.02058823941900667,170.72260040283203,154.77220189633013,2.11,44185000000.0,78.93838746852785,63.35380318843871,4.78,4.36,4.18,Buy,NEGATIVE,0.6773926019668579
2022-03-01,163.1999969482422,-0.011627896231359958,170.83660034179687,154.77220189633013,2.11,44185000000.0,77.34597011765032,62.11167358495995,4.76,4.33,4.27,Sell,POSITIVE,0.9971094727516174
2022-02-28,165.1199951171875,0.0016377858882354879,171.15860046386717,154.77220189633013,2.11,44185000000.0,78.25592185648698,62.821461123963545,4.8,4.39,4.34,Buy,POSITIVE,0.748120903968811
2022-02-25,164.85000610351562,0.012965469700934706,171.34280059814452,154.77220189633013,2.11,44185000000.0,78.1279649779695,62.7216512175419,4.77,4.31,4.28,Buy,POSITIVE,0.748120903968811
2022-02-24,162.74000549316406,0.01668019020913314,171.5606005859375,154.77220189633013,2.11,44185000000.0,77.12796468870336,61.941623317129796,4.75,4.27,4.31,Buy,NEGATIVE,0.9907315373420716
2022-02-23,160.07000732421875,-0.02586416632525068,171.89480041503907,154.77220189633013,2.11,44185000000.0,75.86256271289989,60.95457475628621,4.59,3.95,4.03,Sell,POSITIVE,0.7552405595779419
2022-02-22,164.32000732421875,-0.017812287347162448,172.18460021972658,154.77220189633013,2.11,44185000000.0,77.87678072237856,62.525720546712826,4.63,4.0,4.07,Sell,NEGATIVE,0.9996962547302246
2022-02-18,167.3000030517578,-0.009355766137921773,172.3998001098633,154.77220189633013,2.11,44185000000.0,79.28910097239707,63.627369427374546,4.6,3.93,3.98,Sell,NEGATIVE,0.9988150596618652
2022-02-17,168.8800048828125,-0.021269186346200564,172.47739990234376,154.77220189633013,2.11,44185000000.0,80.03791700607228,64.21146665695758,4.62,3.83,3.85,Sell,POSITIVE,0.9955965876579284
2022-02-16,172.5500030517578,-0.0013889128057177347,172.40619995117189,154.77220189633013,2.11,44185000000.0,81.77725263116484,65.56819658025448,4.68,3.93,3.89,Sell,POSITIVE,0.748120903968811
2022-02-15,172.7899932861328,0.023152465006342826,172.19199981689454,154.77220189633013,2.11,44185000000.0,81.89099207873593,65.65691649707372,4.74,3.99,3.92,Buy,POSITIVE,0.748120903968811
2022-02-14,168.8800048828125,0.0014231824835904128,172.0113998413086,154.77220189633013,2.11,44185000000.0,80.03791700607228,64.21146665695758,4.75,3.97,3.91,Buy,NEGATIVE,0.9962624907493592
2022-02-11,168.63999938964844,-0.020218427993619836,171.92919982910155,154.77220189633013,2.11,44185000000.0,79.9241703268476,64.12274109924842,4.79,3.93,3.83,Sell,POSITIVE,0.748120903968811
2022-02-10,172.1199951171875,-0.02359884099680365,171.86239990234375,154.77220189633013,2.11,44185000000.0,81.57345740151067,65.40923066113679,4.75,3.88,3.74,Sell,NEGATIVE,0.921372652053833
2022-02-09,176.27999877929688,0.008293753549481586,171.6248001098633,154.77220189633013,2.11,44185000000.0,83.54502311815018,66.94710648275618,4.76,3.85,3.74,Buy,POSITIVE,0.748120903968811
2022-02-08,174.8300018310547,0.018466725511581794,171.2354000854492,154.77220189633013,2.11,44185000000.0,82.85782077301171,66.41106963537686,4.76,3.88,3.74,Buy,POSITIVE,0.748120903968811
2022-02-07,171.66000366210938,-0.004234559603942367,170.97760009765625,154.77220189633013,2.11,44185000000.0,81.35545197256369,65.23918039330661,4.78,3.92,3.81,Sell,POSITIVE,0.748120903968811
2022-02-04,172.38999938964844,-0.0029496502304173777,170.77260009765624,154.77220189633013,2.11,44185000000.0,81.70142151168173,65.50904620844837,4.74,3.82,3.8,Sell,POSITIVE,0.995631217956543
2022-02-03,172.89999389648438,-0.016719759455390393,170.5452001953125,154.77220189633013,2.11,44185000000.0,81.94312506942389,65.69758167257918,4.66,3.68,3.64,Sell,NEGATIVE,0.9739588499069214
2022-02-02,175.83999633789062,0.007044245594408194,170.29820037841796,154.77220189633013,2.11,44185000000.0,83.3364911553984,66.78444578073434,4.69,3.67,3.56,Buy,POSITIVE,0.748120903968811
2022-02-01,174.61000061035156,-0.0009726408635577499,169.93880035400392,154.77220189633013,2.11,44185000000.0,82.75355479163582,66.32973928436594,4.77,3.8,3.62,Sell,POSITIVE,0.748120903968811
2022-01-31,174.77999877929688,0.026125737688043937,169.51640045166016,154.77220189633013,2.11,44185000000.0,82.83412264421654,66.3925844390762,4.73,3.73,3.52,Buy,POSITIVE,0.748120903968811
2022-01-28,170.3300018310547,0.06977766942076213,169.04080047607422,154.77220189633013,2.11,44185000000.0,80.72511935121075,64.74750350433692,4.67,3.62,3.42,Buy,POSITIVE,0.9795082807540894
2022-01-27,159.22000122070312,-0.0029432100539642514,168.63420043945314,154.77220189633013,2.11,44185000000.0,75.45971621834272,60.640343341844925,4.71,3.71,3.44,Sell,POSITIVE,0.9834718704223632
2022-01-26,159.69000244140625,-0.0005632515870458432,168.44960052490234,154.77220189633013,2.11,44185000000.0,75.68246561204089,60.814094033469175,4.72,3.75,3.56,Sell,POSITIVE,0.748120903968811
2022-01-25,159.77999877929688,-0.011384707297859231,168.21320037841798,154.77220189633013,2.11,44185000000.0,75.72511790488004,60.847364002276386,4.75,3.8,3.57,Sell,NEGATIVE,0.9481772184371948
2022-01-24,161.6199951171875,-0.00486428500159064,167.97600036621094,154.77220189633013,2.11,44185000000.0,76.59715408397513,61.527576355376915,4.64,3.66,3.53,Sell,POSITIVE,0.748120903968811
2022-01-21,162.41000366210938,-0.01276512622240289,167.75980041503905,154.77220189633013,2.11,44185000000.0,76.97156571663952,61.819627790613396,4.64,3.64,3.52,Sell,POSITIVE,0.748120903968811
2022-01-20,164.50999450683594,-0.010347117036099251,167.520400390625,154.77220189633013,2.11,44185000000.0,77.96682204115447,62.59595526723142,4.65,3.62,3.48,Sell,POSITIVE,0.748120903968811
2022-01-19,166.22999572753906,-0.021024777738847034,167.25580047607423,154.77220189633013,2.11,44185000000.0,78.78198849646401,63.23180766192233,4.61,3.61,3.53,Sell,POSITIVE,0.748120903968811
2022-01-18,169.8000030517578,-0.018894112983626976,166.9504006958008,154.77220189633013,2.11,44185000000.0,80.47393509561982,64.55157283350785,4.64,3.7,3.62,Sell,POSITIVE,0.621612012386322
2022-01-14,173.07000732421875,0.005110661887074208,166.5842007446289,154.77220189633013,2.11,44185000000.0,82.02370015365818,65.76043246817939,4.64,3.79,3.74,Buy,NEGATIVE,0.9988314509391784
2022-01-13,172.19000244140625,-0.019028065636177538,166.12320068359375,154.77220189633013,2.11,44185000000.0,81.60663622815463,65.4351110641357,4.6,3.78,3.74,Sell,NEGATIVE,0.5490627884864807
2022-01-12,175.52999877929688,0.0025702361408266317,165.65860076904298,154.77220189633013,2.11,44185000000.0,83.18957288118335,66.66984546091619,4.64,3.79,3.73,Buy,NEGATIVE,0.991468071937561
2022-01-11,175.0800018310547,0.016783781570778755,165.1440008544922,154.77220189633013,2.11,44185000000.0,82.97630418533399,66.50348997599019,4.66,3.86,3.82,Buy,NEGATIVE,0.7880018949508667
2022-01-10,172.19000244140625,0.00011618907285648739,164.69380096435546,154.77220189633013,2.11,44185000000.0,81.60663622815463,65.4351110641357,4.75,3.94,3.93,Buy,POSITIVE,0.748120903968811
2022-01-07,172.1699981689453,0.0009883614473564784,164.22700103759766,154.77220189633013,2.11,44185000000.0,81.59715553030584,65.42771585743745,4.71,3.97,3.98,Buy,POSITIVE,0.9948016405105592
2022-01-06,172.0,-0.016693335236175,163.77000122070314,154.77220189633013,2.11,44185000000.0,81.51658767772513,65.36487070272717,4.71,3.94,3.92,Sell,NEGATIVE,0.958988070487976
2022-01-05,174.9199981689453,-0.02659988236212174,163.3028012084961,154.77220189633013,2.11,44185000000.0,82.90047306585086,66.44433960418408,4.73,3.99,3.97,Sell,POSITIVE,0.748120903968811
2022-01-04,179.6999969482422,-0.012691597320536152,162.7782012939453,154.77220189633013,2.11,44185000000.0,85.16587533092047,68.21141606543975,4.72,3.94,3.88,Sell,POSITIVE,0.748120903968811
